date,month,year,season,state,district,latitude,longitude,rainfall_mm,temperature_celsius,groundwater_extraction_volume,groundwater_level_mbgl
2023-01-01,1,2023,Winter,Karnataka,District_1,29.01,80.98,69.58612736606145,30.96639030924693,2478.84288317049,9.437846781943751
2023-02-01,2,2023,Winter,Karnataka,District_1,29.01,80.98,78.03161832634609,26.77862409916026,2406.7911155924576,9.370266308521611
2023-03-01,3,2023,Summer,Karnataka,District_1,29.01,80.98,37.81143691711944,26.753763608331454,1745.4437901836259,9.27892505478937
2023-04-01,4,2023,Summer,Karnataka,District_1,29.01,80.98,31.912649151661313,31.665866474199124,1922.629350636937,9.233421737390614
2023-05-01,5,2023,Summer,Karnataka,District_1,29.01,80.98,-44.34507640909669,28.658684690252436,1844.6263232583096,9.192145576071603
2023-06-01,6,2023,Monsoon,Karnataka,District_1,29.01,80.98,86.78476092896565,27.183706942698183,2761.7773373632676,9.251709941252034
2023-07-01,7,2023,Monsoon,Karnataka,District_1,29.01,80.98,101.90380736310729,28.05044804495111,2344.886923649925,9.052556162598894
2023-08-01,8,2023,Monsoon,Karnataka,District_1,29.01,80.98,75.75635138072843,31.167328982401216,2240.795676682229,9.095158749282295
2023-09-01,9,2023,Monsoon,Karnataka,District_1,29.01,80.98,61.62212622781459,31.201755780387387,2247.0057548836894,9.041030205118297
2023-10-01,10,2023,Post-Monsoon,Karnataka,District_1,29.01,80.98,121.5735822523647,31.25597486109837,1863.8610005083533,9.118712505560858
2023-11-01,11,2023,Post-Monsoon,Karnataka,District_1,29.01,80.98,-0.8769256528196578,39.80651735981819,1921.027486228412,9.113948134445153
2023-12-01,12,2023,Post-Monsoon,Karnataka,District_1,29.01,80.98,76.044278702438,39.52953618463497,2068.2806962791474,9.165817580216931
2018-01-01,1,2018,Winter,Bihar,District_2,21.94,76.69,59.66317669861086,21.810029821433055,2148.9734476894396,9.980532973812252
2018-02-01,2,2018,Winter,Bihar,District_2,21.94,76.69,54.172458352978964,28.96880520522067,1316.6148746568329,10.122500271566626
2018-03-01,3,2018,Summer,Bihar,District_2,21.94,76.69,83.92452613434943,30.72602030142729,2538.549366991689,10.168573978323018
2018-04-01,4,2018,Summer,Bihar,District_2,21.94,76.69,57.76477060406482,32.83170065259511,2249.545452831579,10.227184538795358
2018-05-01,5,2018,Summer,Bihar,District_2,21.94,76.69,7.615153240164268,43.08349973300797,1870.762283623215,10.074868451748182
2018-06-01,6,2018,Monsoon,Bihar,District_2,21.94,76.69,74.83699806427454,33.202910034745756,1755.5647616029107,10.195459972472442
2018-07-01,7,2018,Monsoon,Bihar,District_2,21.94,76.69,115.40940994342809,31.329776346772164,1935.9582089278,10.233018779271605
2018-08-01,8,2018,Monsoon,Bihar,District_2,21.94,76.69,64.15523887165327,33.821260993045115,2003.23944944291,10.095859841299292
2018-09-01,9,2018,Monsoon,Bihar,District_2,21.94,76.69,86.45789731149719,21.575639305161303,1775.609003052053,10.14436925246062
2018-10-01,10,2018,Post-Monsoon,Bihar,District_2,21.94,76.69,-4.164009444279458,39.98504078421473,2595.1976383054803,9.938116685069446
2018-11-01,11,2018,Post-Monsoon,Bihar,District_2,21.94,76.69,78.79848202598954,24.93690964543484,2716.963481665497,10.172314205320745
2018-12-01,12,2018,Post-Monsoon,Bihar,District_2,21.94,76.69,41.86756565604864,28.93396436547418,2047.8600217192168,10.06212872532257
2019-01-01,1,2019,Winter,Bihar,District_2,21.94,76.69,73.54547826056908,33.21901300852159,2205.188491242335,10.223308001894413
2019-02-01,2,2019,Winter,Bihar,District_2,21.94,76.69,55.664277439382865,33.34050475878356,1943.2377021512968,10.142012447082548
2019-03-01,3,2019,Summer,Bihar,District_2,21.94,76.69,77.37910310616661,32.48645888915387,2228.854187239436,10.198035018179619
2019-04-01,4,2019,Summer,Bihar,District_2,21.94,76.69,79.13900097062896,27.787838125443514,2137.613051467704,10.106822192518669
2019-05-01,5,2019,Summer,Bihar,District_2,21.94,76.69,79.60199213744659,23.54437805525647,1917.7866928306912,10.206533714708451
2019-06-01,6,2019,Monsoon,Bihar,District_2,21.94,76.69,78.24341673655,38.546462473648106,2247.4700558386203,10.183001840517726
2019-07-01,7,2019,Monsoon,Bihar,District_2,21.94,76.69,113.17133960932787,28.00813304911526,2075.057147674293,10.229779795138498
2019-08-01,8,2019,Monsoon,Bihar,District_2,21.94,76.69,84.17205898578355,18.368241432501115,2453.240965434358,10.231286233296396
2019-09-01,9,2019,Monsoon,Bihar,District_2,21.94,76.69,4.172703574360604,34.98470034139201,2206.049537162794,10.09471975464803
2019-10-01,10,2019,Post-Monsoon,Bihar,District_2,21.94,76.69,-10.187790075446586,18.554693715335013,2429.7445752357517,10.145130440617084
2019-11-01,11,2019,Post-Monsoon,Bihar,District_2,21.94,76.69,96.44166179059644,25.595681777558696,1735.4363314867808,10.09480669205051
2019-12-01,12,2019,Post-Monsoon,Bihar,District_2,21.94,76.69,75.37814917128662,29.936279247558158,2316.3185647547343,10.199337971351271
2020-01-01,1,2020,Winter,Bihar,District_2,21.94,76.69,74.3874277329926,37.91515396978268,2291.023333374118,10.175751990536202
2020-02-01,2,2020,Winter,Bihar,District_2,21.94,76.69,81.62319147421732,28.23937639848163,1872.4036297514465,10.16807559963337
2020-03-01,3,2020,Summer,Bihar,District_2,21.94,76.69,58.44723045884098,39.20471534968604,1878.1175811830647,10.336368246070663
2020-04-01,4,2020,Summer,Bihar,District_2,21.94,76.69,67.81586961222048,18.775985461463453,2202.742619013224,10.574531925521459
2020-05-01,5,2020,Summer,Bihar,District_2,21.94,76.69,127.71594843279418,25.331809453685377,2952.3326411380276,10.653135321092666
2020-06-01,6,2020,Monsoon,Bihar,District_2,21.94,76.69,65.4672181396996,17.135343793078277,1884.3385280096265,10.624421311350329
2020-07-01,7,2020,Monsoon,Bihar,District_2,21.94,76.69,99.91315689807249,39.996586031249024,2215.4295644755052,10.586955178514714
2020-08-01,8,2020,Monsoon,Bihar,District_2,21.94,76.69,107.02783262636903,24.111072292538232,1795.9215238418276,10.505087479982857
2020-09-01,9,2020,Monsoon,Bihar,District_2,21.94,76.69,9.616221539946288,26.974684620040485,2228.5756959307,10.442563661627501
2020-10-01,10,2020,Post-Monsoon,Bihar,District_2,21.94,76.69,66.37967287149058,34.33924518331591,1719.045794750979,10.415202687277104
2020-11-01,11,2020,Post-Monsoon,Bihar,District_2,21.94,76.69,33.734249195644,31.023051047624563,1819.2056584084053,10.611627983976593
2020-12-01,12,2020,Post-Monsoon,Bihar,District_2,21.94,76.69,99.05547504480285,26.862905578112613,1851.3832271206259,10.591905816891241
2021-01-01,1,2021,Winter,Bihar,District_2,21.94,76.69,72.56518241605461,28.053559041362536,1629.516681938776,10.469300516471431
2021-02-01,2,2021,Winter,Bihar,District_2,21.94,76.69,27.019325255037337,32.68882979203478,1592.386545631382,10.47346704318397
2021-03-01,3,2021,Summer,Bihar,District_2,21.94,76.69,101.91493282646434,26.54800357849125,2184.864745090418,10.491279885760076
2021-04-01,4,2021,Summer,Bihar,District_2,21.94,76.69,41.08762127911098,25.423793100018173,2073.8311046870544,10.494843431745121
2021-05-01,5,2021,Summer,Bihar,District_2,21.94,76.69,91.553504010477,28.763161245699475,1980.356793872762,10.574812554003643
2021-06-01,6,2021,Monsoon,Bihar,District_2,21.94,76.69,84.22252083248404,34.20263625125778,1988.4524839940777,10.581713105139546
2021-07-01,7,2021,Monsoon,Bihar,District_2,21.94,76.69,46.69560322544134,30.413279797225158,1942.726552583497,10.658585854354278
2021-08-01,8,2021,Monsoon,Bihar,District_2,21.94,76.69,69.38922455450556,24.028647865771237,2083.154473807624,10.580551518948507
2021-09-01,9,2021,Monsoon,Bihar,District_2,21.94,76.69,38.45089751487754,34.529438057452516,1798.2596451888453,10.758624462763029
2021-10-01,10,2021,Post-Monsoon,Bihar,District_2,21.94,76.69,40.34670698427204,32.2269941220587,2004.263566644859,10.783872441597387
2021-11-01,11,2021,Post-Monsoon,Bihar,District_2,21.94,76.69,128.29954879196512,21.85348694722874,2032.9558840864233,10.823894338638091
2021-12-01,12,2021,Post-Monsoon,Bihar,District_2,21.94,76.69,93.88948454917112,27.108430385363498,1726.832646578036,10.745443149256761
2022-01-01,1,2022,Winter,Bihar,District_2,21.94,76.69,33.87406057061014,21.940194101749576,2404.9113881932085,10.7926258483834
2022-02-01,2,2022,Winter,Bihar,District_2,21.94,76.69,50.111479745807756,27.75986430099885,1362.7705777009478,10.85773235405043
2022-03-01,3,2022,Summer,Bihar,District_2,21.94,76.69,16.988742826143458,37.32694877759547,2090.931699830174,10.740755510667922
2022-04-01,4,2022,Summer,Bihar,District_2,21.94,76.69,94.99502489775318,35.19996219914915,1699.8139158281178,10.574846351829157
2022-05-01,5,2022,Summer,Bihar,District_2,21.94,76.69,132.89543185961907,39.748662978006145,1830.8700673630894,10.604212954190103
2022-06-01,6,2022,Monsoon,Bihar,District_2,21.94,76.69,-47.04615898079646,28.21733955027962,2071.4888786364345,10.55533597184455
2022-07-01,7,2022,Monsoon,Bihar,District_2,21.94,76.69,42.96842895672928,28.892389516576415,1751.4025890986616,10.581328118758123
2022-08-01,8,2022,Monsoon,Bihar,District_2,21.94,76.69,87.64904155061542,30.318166201842775,2285.4542188828864,10.45222451166831
2022-09-01,9,2022,Monsoon,Bihar,District_2,21.94,76.69,96.6661003862381,19.128382179566763,1768.8433367497692,10.296173920230043
2022-10-01,10,2022,Post-Monsoon,Bihar,District_2,21.94,76.69,41.27912119078369,42.856861798443916,2044.7016100700973,10.316842866530152
2022-11-01,11,2022,Post-Monsoon,Bihar,District_2,21.94,76.69,84.37681789089193,20.59654115362744,2042.9646357492566,10.281864490434467
2022-12-01,12,2022,Post-Monsoon,Bihar,District_2,21.94,76.69,89.34878946348772,34.30982542530078,2187.0198316749056,10.070794538319449
2023-01-01,1,2023,Winter,Bihar,District_2,21.94,76.69,60.39001519485377,30.307843103127254,1492.020147587063,10.20510442013022
2023-02-01,2,2023,Winter,Bihar,District_2,21.94,76.69,32.984013444385695,31.15471978194082,1785.2072579221383,10.074338713311846
2023-03-01,3,2023,Summer,Bihar,District_2,21.94,76.69,80.66514741098354,32.33391275132431,2410.211076416598,10.331671208522888
2023-04-01,4,2023,Summer,Bihar,District_2,21.94,76.69,88.74761478457712,31.13630704567284,2224.394130218575,10.26926953563403
2023-05-01,5,2023,Summer,Bihar,District_2,21.94,76.69,90.15306486898967,27.46281357046009,1901.2007005040593,10.309425592446631
2023-06-01,6,2023,Monsoon,Bihar,District_2,21.94,76.69,57.09521887819768,27.622347279178253,2304.706083519045,10.47412049348535
2023-07-01,7,2023,Monsoon,Bihar,District_2,21.94,76.69,41.180683749680874,36.258257356999124,1889.9080403358853,10.622063886268231
2023-08-01,8,2023,Monsoon,Bihar,District_2,21.94,76.69,74.17189928518074,30.832075743814443,1707.2060575125,10.82067752689092
2023-09-01,9,2023,Monsoon,Bihar,District_2,21.94,76.69,59.40330811527629,31.668217657252985,1980.7121938668506,10.668369903002885
2023-10-01,10,2023,Post-Monsoon,Bihar,District_2,21.94,76.69,19.718803244811475,38.50714621763086,2026.3098448585208,10.55478335325216
2023-11-01,11,2023,Post-Monsoon,Bihar,District_2,21.94,76.69,36.170922745094344,38.103840117336375,2185.2169429160977,10.577383080661564
2023-12-01,12,2023,Post-Monsoon,Bihar,District_2,21.94,76.69,23.99490010795172,24.777526268000607,1933.2815840336473,10.661357824451335
2018-01-01,1,2018,Winter,Tamil Nadu,District_3,19.18,75.01,100.70570322656665,28.20281362987549,2406.9900146550362,10.029730697884983
2018-02-01,2,2018,Winter,Tamil Nadu,District_3,19.18,75.01,-21.374714755439214,36.73927890664518,2389.2218344587873,10.092010681031374
2018-03-01,3,2018,Summer,Tamil Nadu,District_3,19.18,75.01,87.06764020167574,19.94040998398114,2305.6660985667445,10.18702852898423
2018-04-01,4,2018,Summer,Tamil Nadu,District_3,19.18,75.01,58.49642472974248,17.3533128003767,2389.453312350409,10.240985769624245
2018-05-01,5,2018,Summer,Tamil Nadu,District_3,19.18,75.01,103.32519235646905,20.47743964067414,2052.626322590034,10.375660367488345
2018-06-01,6,2018,Monsoon,Tamil Nadu,District_3,19.18,75.01,101.65773364332549,36.150806567285734,2250.818315347857,10.388339683456392
2018-07-01,7,2018,Monsoon,Tamil Nadu,District_3,19.18,75.01,-19.41758639692526,33.64771383317907,1934.5688304878172,10.31237574540857
2018-08-01,8,2018,Monsoon,Tamil Nadu,District_3,19.18,75.01,89.87572586155483,31.280807292169122,1994.0355169133404,10.312040658442672
2018-09-01,9,2018,Monsoon,Tamil Nadu,District_3,19.18,75.01,79.22711548227709,29.14043314464121,1992.7168160324175,10.305142592408092
2018-10-01,10,2018,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,43.34328002613715,21.97295504407719,2170.3560421313814,10.047321049441845
2018-11-01,11,2018,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,35.819090409882904,28.99604066979633,2086.09218753618,9.991184363532279
2018-12-01,12,2018,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,-2.5565293069631636,20.693255481615886,1910.0784270172392,10.022604736827324
2019-01-01,1,2019,Winter,Tamil Nadu,District_3,19.18,75.01,73.63690446898967,33.72019135324581,1522.605651237228,9.980183180306145
2019-02-01,2,2019,Winter,Tamil Nadu,District_3,19.18,75.01,79.09894453238445,28.774651908418317,1735.052826471057,9.915562244123844
2019-03-01,3,2019,Summer,Tamil Nadu,District_3,19.18,75.01,40.543444318218874,34.00928666020083,2082.2017355256717,10.0066998637043
2019-04-01,4,2019,Summer,Tamil Nadu,District_3,19.18,75.01,61.509195682659616,31.2174786940395,2278.429332984858,9.915045281226757
2019-05-01,5,2019,Summer,Tamil Nadu,District_3,19.18,75.01,57.0870129779003,30.271594432271183,2341.4512220413417,9.986207546273839
2019-06-01,6,2019,Monsoon,Tamil Nadu,District_3,19.18,75.01,50.05240127210524,33.090702976403406,1848.8886557980575,9.852933099195011
2019-07-01,7,2019,Monsoon,Tamil Nadu,District_3,19.18,75.01,47.52397975764646,29.479751216001816,2154.5818558960295,10.129009292767629
2019-08-01,8,2019,Monsoon,Tamil Nadu,District_3,19.18,75.01,95.82545887653205,30.482726317693874,1550.0489266029367,10.107440740077504
2019-09-01,9,2019,Monsoon,Tamil Nadu,District_3,19.18,75.01,78.94338880601813,42.26921087072854,2032.600649320205,10.075114211147898
2019-10-01,10,2019,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,8.73697082461262,30.848264447354257,1999.0962190448483,10.18942080143689
2019-11-01,11,2019,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,57.38673469912832,34.727049499885666,2413.482435900717,10.147550317356245
2019-12-01,12,2019,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,80.50757235603248,29.33470957664466,2337.703635310889,10.29304309818881
2020-01-01,1,2020,Winter,Tamil Nadu,District_3,19.18,75.01,15.18511076357278,26.419719396330027,1818.611666419481,10.330202481237464
2020-02-01,2,2020,Winter,Tamil Nadu,District_3,19.18,75.01,59.07148056204196,32.53367331243419,1939.786115498815,10.318362691182841
2020-03-01,3,2020,Summer,Tamil Nadu,District_3,19.18,75.01,32.81892616493175,34.87425142348065,1929.362983338592,10.295862100845804
2020-04-01,4,2020,Summer,Tamil Nadu,District_3,19.18,75.01,63.06386762613101,32.75533872737954,2011.6632823768841,10.41662131788883
2020-05-01,5,2020,Summer,Tamil Nadu,District_3,19.18,75.01,61.29815084232871,35.15236710217915,2045.410842371113,10.439670039349181
2020-06-01,6,2020,Monsoon,Tamil Nadu,District_3,19.18,75.01,85.88390957371467,32.72333722159195,2605.0662632560748,10.482900912468258
2020-07-01,7,2020,Monsoon,Tamil Nadu,District_3,19.18,75.01,72.2824025360739,33.18986635075387,2330.49701419891,10.53700109972862
2020-08-01,8,2020,Monsoon,Tamil Nadu,District_3,19.18,75.01,61.90853279850509,26.810734516352795,1857.756325662963,10.550294718250889
2020-09-01,9,2020,Monsoon,Tamil Nadu,District_3,19.18,75.01,46.06479223492536,25.24834515901641,2095.341550760565,10.602281940885888
2020-10-01,10,2020,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,41.114503558527474,30.974264106009233,1952.397666886809,10.590449598617788
2020-11-01,11,2020,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,58.75135520122455,32.78028323914428,1837.4302626834356,10.585468735435132
2020-12-01,12,2020,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,79.1667313781032,37.836539333194764,2102.9327248855275,10.47355724263246
2021-01-01,1,2021,Winter,Tamil Nadu,District_3,19.18,75.01,36.53712944182594,26.924909943301017,1925.5211297644653,10.5033332677243
2021-02-01,2,2021,Winter,Tamil Nadu,District_3,19.18,75.01,42.153291087913026,25.04409845194975,2046.3221830885075,10.331379167053077
2021-03-01,3,2021,Summer,Tamil Nadu,District_3,19.18,75.01,53.36408004822603,30.94860441779029,2355.916223664586,10.359734974114168
2021-04-01,4,2021,Summer,Tamil Nadu,District_3,19.18,75.01,52.909414982269226,24.072899976598443,1880.3322523239347,10.331673372497688
2021-05-01,5,2021,Summer,Tamil Nadu,District_3,19.18,75.01,83.11275651349928,33.383851353584774,2155.59189428407,10.369131883442785
2021-06-01,6,2021,Monsoon,Tamil Nadu,District_3,19.18,75.01,41.2587983051369,33.759513090163495,2293.06972341112,10.264249050034618
2021-07-01,7,2021,Monsoon,Tamil Nadu,District_3,19.18,75.01,39.137351103300716,29.792149512287377,2606.120589104634,10.052313313230753
2021-08-01,8,2021,Monsoon,Tamil Nadu,District_3,19.18,75.01,37.803771706098374,21.474566653781377,2414.8713303394397,10.0172267825334
2021-09-01,9,2021,Monsoon,Tamil Nadu,District_3,19.18,75.01,94.09814315113681,27.715163382112877,1966.102465439574,9.91263551564769
2021-10-01,10,2021,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,23.251948494331437,30.44476136304851,2349.7741146114204,9.734579847326641
2021-11-01,11,2021,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,43.721854747251655,34.38550989393146,2139.1171572171297,9.811378174296099
2021-12-01,12,2021,Post-Monsoon,Tamil Nadu,District_3,19.18,75.01,77.33450672643418,27.57845409706816,1893.6127451199518,9.971501997010304
2022-01-01,1,2022,Winter,Tamil Nadu,District_3,19.18,75.01,4.59682696585795,27.16665293744947,2349.045637409378,9.891806853432847
2022-02-01,2,2022,Winter,Tamil Nadu,District_3,19.18,75.01,32.120034176931796,26.098491730715477,2192.056947112137,9.884229770710702
2022-03-01,3,2022,Summer,Tamil Nadu,District_3,19.18,75.01,72.0830487597928,33.4493162489815,1651.0338379728787,9.85345120904272
2022-04-01,4,2022,Summer,Tamil Nadu,District_3,19.18,75.01,136.9217384790104,23.92123312916375,2046.2741941202205,9.7875613668451
2022-05-01,5,2022,Summer,Tamil Nadu,District_3,19.18,75.01,55.24033512394241,24.066792413174763,1888.937173156025,9.853935088233904
2022-06-01,6,2022,Monsoon,Tamil Nadu,District_3,19.18,75.01,60.69922802657609,26.75013394068265,2281.167086460455,9.954949234276764
2022-07-01,7,2022,Monsoon,Tamil Nadu,District_3,19.18,75.01,55.15122763612587,23.293626644908567,1572.162340199211,9.868088515350204
2022-08-01,8,2022,Monsoon,Tamil Nadu,District_3,19.18,75.01,78.18495271834368,22.566146086498318,2094.927821914725,9.872565202059695
2022-09-01,9,2022,Monsoon,Tamil Nadu,District_3,19.18,75.01,73.33965557000877,25.023223180379915,2267.221425132467,10.001018505453084
